"UNITID","LOCALE","LONGITUD","LATITUDE","EFFYALEV","EFFYLEV","LSTUDY","EFYTOTLT","EFYTOTLM","EFYTOTLW","EFYAIANT","EFYAIANM","EFYAIANW","EFYASIAT","EFYASIAM","EFYASIAW","EFYBKAAT","EFYBKAAM","EFYBKAAW","EFYHISPT","EFYHISPM","EFYHISPW","EFYNHPIT","EFYNHPIM","EFYNHPIW","EFYWHITT","EFYWHITM","EFYWHITW","EFY2MORT","EFY2MORM","EFY2MORW","EFYUNKNT","EFYUNKNM","EFYUNKNW","EFYNRALT","EFYNRALM","EFYNRALW","EFYGUUN","EFYGUAN","EFYGUTOT","EFYGUKN","EFFYDLEV","EFYDETOT","EFYDEEXC","EFYDESOM","EFYDENON","TUITION1","FEE1","HRCHG1","TUITION2","FEE2","HRCHG2","TUITION3","FEE3","HRCHG3","TUITION5","FEE5","HRCHG5","TUITION6","FEE6","HRCHG6","TUITION7","FEE7","HRCHG7","ISPROF1","ISPFEE1","OSPROF1","OSPFEE1","ISPROF2","ISPFEE2","OSPROF2","OSPFEE2","ISPROF3","ISPFEE3","OSPROF3","OSPFEE3","ISPROF4","ISPFEE4","OSPROF4","OSPFEE4","ISPROF5","ISPFEE5","OSPROF5","OSPFEE5","ISPROF6","ISPFEE6","OSPROF6","OSPFEE6","ISPROF7","ISPFEE7","OSPROF7","OSPFEE7","ISPROF8","ISPFEE8","OSPROF8","OSPFEE8","ISPROF9","ISPFEE9","OSPROF9","OSPFEE9","CHG1AT0","CHG1AF0","CHG1AY0","CHG1AT1","CHG1AF1","CHG1AY1","CHG1AT2","CHG1AF2","CHG1AY2","CHG1AT3","CHG1AF3","CHG1AY3","CHG1TGTD","CHG1FGTD","CHG2AT0","CHG2AF0","CHG2AY0","CHG2AT1","CHG2AF1","CHG2AY1","CHG2AT2","CHG2AF2","CHG2AY2","CHG2AT3","CHG2AF3","CHG2AY3","CHG2TGTD","CHG2FGTD","CHG3AT0","CHG3AF0","CHG3AY0","CHG3AT1","CHG3AF1","CHG3AY1","CHG3AT2","CHG3AF2","CHG3AY2","CHG3AT3","CHG3AF3","CHG3AY3","CHG3TGTD","CHG3FGTD","CHG4AY0","CHG4AY1","CHG4AY2","CHG4AY3","CHG5AY0","CHG5AY1","CHG5AY2","CHG5AY3","CHG6AY0","CHG6AY1","CHG6AY2","CHG6AY3","CHG7AY0","CHG7AY1","CHG7AY2","CHG7AY3","CHG8AY0","CHG8AY1","CHG8AY2","CHG8AY3","CHG9AY0","CHG9AY1","CHG9AY2","CHG9AY3"
240125,21,-88.256292,43.071444,2,2,1,10352,5168,5184,31,12,19,366,147,219,615,219,396,974,425,549,12,5,7,7276,3687,3589,341,150,191,714,511,203,23,12,11,0,0,0,10352,17,31056,2655,6576,21825,"4304","267","143","4304","267","143","6455","267","215",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","4166","350","4516","4218","370","4588","4272","380","4652","4304","424","4728",".",".","4166","350","4516","4218","370","4588","4272","380","4652","4304","424","4728",".",".","6260","350","6610","6312","370","6682","6345","380","6725","6455","424","6879",".",".","2016","1974","1940","1988",".",".",".",".",".",".",".",".","7512","7636","7844","8360","3812","3854","3762","3990","3812","3854","3762","3678"
240170,13,-91.246191,43.815309,2,2,1,5524,2391,3133,54,21,33,184,62,122,165,102,63,283,116,167,5,2,3,4431,1877,2554,210,80,130,192,131,61,0,0,0,76,0,76,5448,17,16572,5319,6582,4671,"4298","338","143","4298","338","143","6450","338","215",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","4102","338","4440","4162","338","4500","4234","338","4572","4298","338","4636",".",".","4102","338","4440","4162","338","4500","4234","338","4572","4298","338","4636",".",".","6150","338","6488","6246","338","6584","6349","338","6687","6450","338","6788",".",".","2016","1976","1940","1988","6676","6788","6972","7430","3464","3496","3418","3620","6676","6788","6972","7430","3464","3496","3418","3620","3464","3496","3418","3620"
240189,32,-88.742368,42.835563,2,2,1,11088,5605,5483,18,6,12,211,94,117,458,218,240,895,417,478,8,5,3,9059,4631,4428,286,144,142,68,41,27,85,49,36,0,0,0,11088,29,37742,7473,23622,6647,"6519","1345","272","6519","1345","272","15694","1345","654","8436","1149","467","8436","1149","467","18516","1149","1029",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","6519","1176","7695","6519","1216","7735","6519","1211","7730","6519","1345","7864",".",".","6519","1176","7695","6519","1216","7735","6519","1211","7730","6519","1345","7864",".",".","15240","1176","16416","15391","1216","16607","15391","1211","16602","15694","1345","17039",".",".","580","580","580","570","7670","7650","7750","7890","3170","3150","3160","3200","7670","7650","7750","7890","3170","3150","3160","3200","3170","3150","3160","3200"
240198,42,-91.916484,45.747831,2,2,1,5304,2180,3124,170,64,106,79,28,51,86,37,49,162,74,88,6,1,5,4599,1875,2724,119,60,59,83,41,42,0,0,0,7,0,7,5297,17,15912,2916,5478,7518,"4570","0","158","4570","0","158","6624","0","229",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","4368","336","4704","4500","417","4917","4570","330","4900","4570","0","4570",".",".","4368","336","4704","4500","417","4917","4570","330","4900","4570","0","4570",".",".","6552","336","6888","6667","417","7084","6630","330","6960","6624","0","6624",".",".","2016","1974","1940","1940",".",".",".",".",".",".",".",".","7512","7636","7844","7636","3896","3854","3762","3762","3896","3854","3762","3762"
240268,13,-91.501906,44.798284,2,2,1,10691,4134,6557,21,9,12,307,107,200,129,61,68,415,192,223,5,4,1,9181,3455,5726,325,140,185,22,11,11,286,155,131,0,0,0,10691,29,33699,3103,22098,8498,"7361","1553","307","7361","1553","307","16074","1553","670","8188","1413","455","8188","1413","455","18603","1413","1034",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","7361","1479","8840","7361","1509","8870","7361","1513","8874","7361","1553","8914",".",".","7361","1479","8840","7361","1509","8870","7361","1513","8874","7361","1553","8914",".",".","15636","1479","17115","15636","1509","17145","15636","1513","17149","16074","1553","17627",".",".","400","400","400","400","8216","8475","8572","9014","3366","3366","3366","3366","8216","8475","8572","9014","3396","3366","3366","3366","2630","2630","2630","2630"
240277,12,-87.919973,44.532298,2,2,1,11293,3631,7662,113,30,83,458,165,293,241,108,133,787,263,524,3,1,2,8709,2661,6048,402,136,266,148,56,92,432,211,221,0,0,0,11293,29,35129,9939,15119,10071,"6298","1575","262","6298","1575","262","14516","1575","605","7996","1575","444","7996","1575","444","17551","1575","975",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","6298","1575","7873","6298","1575","7873","6298","1575","7873","6298","1575","7873",".",".","6298","1575","7873","6298","1575","7873","6298","1575","7873","6298","1575","7873",".",".","14516","1575","16091","14516","1575","16091","14516","1575","16091","14516","1575","16091",".",".","800","800","800","800","7170","7280","7392","7634","3616","3770","3824","3930","7170","7280","7392","7634","3616","3770","3824","3930","2646","2862","2902","2994"
240329,13,-91.23186,43.81568,2,2,1,10007,4244,5763,17,8,9,235,96,139,66,37,29,395,174,221,4,1,3,8873,3747,5126,317,140,177,26,12,14,74,29,45,0,0,0,10007,29,32329,2119,22133,8077,"7585","1647","316","7585","1647","316","16404","1647","684","8651","1473","481","8651","1473","481","18637","1473","1035",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","7585","1542","9127","7585","1575","9160","7585","1610","9195","7585","1647","9232",".",".","7585","1542","9127","7585","1575","9160","7585","1610","9195","7585","1647","9232",".",".","16404","1542","17946","16404","1575","17979","16404","1610","18014","16404","1647","18051",".",".","120","120","120","120","6465","6594","6770","6942","1972","2028","2028","1996","6465","6594","6770","6942","1972","2028","2028","1996","1972","2028","2028","1996"
240338,11,-88.022718,43.036943,2,2,1,1145,476,669,2,2,0,17,10,7,53,33,20,91,40,51,0,0,0,820,326,494,31,16,15,125,45,80,6,4,2,0,0,0,1145,29,3715,264,576,2875,"33210","552","845","33210","552","845","33210","552","845","10080","0","560","10080","0","560","10080","0","560",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","30406","444","30850","31310","444","31754","32250","516","32766","33210","552","33762",".",".","30406","444","30850","31310","444","31754","32250","516","32766","33210","552","33762",".",".","30406","444","30850","31310","444","31754","32250","516","32766","33210","552","33762",".",".","800","800","800","800","10496","10730","11050","11380","2316","2378","2424","2572","7118","7322","7948","8304","6634","6826","6840","7428","3562","3632","2904","3082"
240365,13,-88.549369,44.026206,2,2,1,14816,6008,8808,35,15,20,614,261,353,313,188,125,903,352,551,12,5,7,12026,4742,7284,494,227,267,231,101,130,188,117,71,0,0,0,14816,29,47418,4358,17763,25297,"6422","1373","268","6422","1373","268","13995","1373","583","8108","1373","450","8108","1373","450","17798","1373","989",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","6422","1234","7656","6422","1295","7717","6422","1311","7733","6422","1373","7795",".",".","6422","1234","7656","6422","1295","7717","6422","1311","7733","6422","1373","7795",".",".","13995","1234","15229","13995","1295","15290","13995","1311","15306","13995","1373","15368",".",".","1000","1000","1000","1000","8260","8506","8758","8894","2700","2700","2700","2800","8260","8506","8758","8894","2700","2700","3700","3800","2700","2700","2700","2800"
240374,22,-87.855231,42.647718,2,2,1,4054,1724,2330,8,3,5,122,53,69,304,106,198,822,331,491,2,1,1,2490,1085,1405,224,94,130,23,14,9,59,37,22,0,0,0,4054,29,14174,3231,8087,2856,"6298","1168","262","6298","1168","262","14568","1168","607","8028","1168","446","8028","1168","446","17622","1168","979",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","6298","1123","7421","6298","1146","7444","6298","1146","7444","6298","1168","7466",".",".","6298","1123","7421","6298","1146","7444","6298","1146","7444","6298","1168","7466",".",".","14568","1123","15691","14568","1146","15714","14568","1146","15714","14568","1168","15736",".",".","630","600","600","630","7696","7726","7826","7966","3978","4114","4003","4118","8266","8448","8550","7966","3978","4114","4003","4118","3642","3770","3652","3814"
240392,11,-89.291561,43.14415,2,2,1,3316,426,2890,37,9,28,78,18,60,1133,113,1020,330,46,284,14,3,11,1412,205,1207,128,14,114,184,18,166,0,0,0,0,0,0,3316,29,14260,13383,823,54,"11820","930","495","11820","930","495","11820","930","495","9520","930","595","9520","930","595","9520","930","595",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","13320","880","14200","13320","880","14200","13320","880","14200","11820","930","12750",".",".","13320","880","14200","13320","880","14200","13320","880","14200","11820","930","12750",".",".","13320","880","14200","13320","880","14200","13320","880","14200","11820","930","12750",".",".","0","0","0","0",".",".",".",".",".",".",".",".","10314","11232","9243","9243","5805","6318","5202","5202","8064","8775","2601","2601"
240417,32,-91.926653,44.873187,2,2,1,7337,4198,3139,19,9,10,252,142,110,120,87,33,268,145,123,10,4,6,6132,3499,2633,214,122,92,55,36,19,267,154,113,0,0,0,7337,29,24983,5617,14010,5356,"7014","2649","322","7014","2649","322","15281","2649","598","7444","1529","499","7444","1529","499","16090","1529","979",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","7014","2449","9463","7014","2474","9488","7014","2539","9553","7014","2649","9663",".",".","7014","2449","9463","7014","2474","9488","7014","2539","9553","7014","2649","9663",".",".","14981","2449","17430","14981","2474","17455","15281","2539","17820","15281","2649","17930",".",".","418","426","432","458","6944","7398","7452","8398","3206","3310","3336","3444","6944","7398","6694","7589","3206","3310","3336","3444","3206","3310","3336","3444"
240426,22,-92.091007,46.717629,2,2,1,2656,954,1702,56,15,41,36,13,23,64,32,32,93,41,52,4,2,2,2068,657,1411,46,16,30,16,8,8,273,170,103,0,0,0,2656,29,9158,4094,2339,2725,"6535","1632","272","6535","1632","272","14108","1632","588","7640","1632","427","7640","1632","427","16771","1632","932",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","6535","1597","8132","6535","1605","8140","6535","1620","8155","6535","1632","8167",".",".","6535","1597","8132","6535","1605","8140","6535","1620","8155","6535","1632","8167",".",".","14108","1597","15705","14108","1605","15713","14108","1620","15728","14108","1632","15740",".",".","970","970","1000","1000","6870","7025","6912","7013","3838","3753","3673","3610","6870","7025","6912","7013","3838","3753","3673","3610","5358","5638","5175","5183"
240444,11,-89.404098,43.075409,2,2,1,37571,17946,19625,84,28,56,3193,1579,1614,855,364,491,2504,1074,1430,30,12,18,24006,10973,13033,1490,642,848,1149,626,523,4260,2648,1612,0,0,0,37571,29,140163,8237,66471,65455,"9273","1523","386","9273","1523","386","37904","1523","1579","10728","1523","670","10728","1523","670","24054","1523","1503",".",".",".",".",".",".",".",".","39681","1523","56510","1523",".",".",".",".",".",".",".",".","25711","1523","43554","1523",".",".",".",".","33021","1523","53244","1523","31635","1523","50332","1523","9273","1452","10725","9273","1469","10742","9273","1447","10720","9273","1523","10796",".",".","9273","1452","10725","9273","1469","10742","9273","1447","10720","9273","1523","10796",".",".","36333","1452","37785","37161","1469","38630","37161","1447","38608","37904","1523","39427",".",".","1150","1150","1150","1150","11558","12200","12548","12894","3120","3066","3000","3154","11558","12200","12548","12894","3120","3066","3000","3154","3736","3066","3000","3154"
240453,11,-87.880488,43.076848,2,2,1,22390,9973,12417,72,19,53,1567,699,868,1662,622,1040,3079,1352,1727,27,16,11,14345,6503,7842,978,396,582,180,96,84,480,270,210,0,0,0,22390,29,77540,12344,49809,15387,"8091","1529","337","8091","1529","337","19956","1529","832","10701","1529","669","10701","1529","669","24132","1529","1508",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","8019","1507","9526","8091","1163","9254","8091","1519","9610","8091","1529","9620",".",".","8019","1507","9526","8091","1163","9254","8091","1519","9610","8091","1529","9620",".",".","19661","1507","21168","19956","1163","21119","19956","1519","21475","19956","1529","21485",".",".","800","800","800","800","10792","10692","10732","10896","3396","3484","3472","3434","10792","10692","10732","10896","3396","3484","3472","3434","3396","3484","3472","3434"
240462,32,-90.48622,42.733451,2,2,1,6926,4300,2626,12,4,8,89,58,31,128,80,48,345,185,160,6,3,3,6097,3810,2287,131,88,43,53,24,29,65,48,17,0,0,0,6926,29,22164,3912,8547,9705,"6418","1444","267","6418","1444","267","15356","1444","640","7831","1444","435","7831","1444","435","17191","1444","955",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","6148","1205","7353","6418","1455","7873","6418","1426","7844","6418","1444","7862",".",".","6148","1205","7353","6418","1455","7873","6418","1426","7844","6418","1444","7862",".",".","14268","1205","15473","14693","1455","16148","15057","1426","16483","15356","1444","16800",".",".","630","200","200","200","7700","7770","8071","8072","3594","3594","4659","4659","8380","8380","9582","9582","3544","3544","4659","4659","3544","3544","4659","4659"
240471,32,-92.622641,44.8534,2,2,1,5616,1935,3681,9,2,7,163,71,92,74,43,31,222,83,139,3,1,2,4894,1641,3253,158,50,108,35,16,19,58,28,30,0,0,0,5616,29,17892,1753,13388,2751,"6428","1707","268","6428","1707","268","14421","1707","601","7793","1528","433","7793","1528","433","17274","1528","960",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","6428","1609","8037","6428","1635","8063","6428","1660","8088","6428","1707","8135",".",".","6428","1609","8037","6428","1635","8063","6428","1660","8088","6428","1707","8135",".",".","14001","1609","15610","14001","1635","15636","14001","1660","15661","14421","1707","16128",".",".","400","400","400","410","6576","6900","7108","8094","3320","3300","3300","3430","6576","6900","6900","7300","4550","4500","4500","4650","4550","4500","4500","4650"
240480,32,-89.570934,44.529582,2,2,1,8287,3582,4705,34,12,22,265,107,158,149,98,51,360,148,212,11,5,6,7085,3050,4035,235,98,137,97,39,58,51,25,26,0,0,0,8287,29,26545,2825,17775,5945,"6698","1678","279","6698","1678","279","15402","1678","642","8066","1533","448","8066","1533","448","17706","1533","984",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","6698","1572","8270","6698","1602","8300","6698","1633","8331","6698","1678","8376",".",".","6698","1572","8270","6698","1602","8300","6698","1633","8331","6698","1678","8376",".",".","15408","1572","16980","15402","1602","17004","15402","1633","17035","15402","1678","17080",".",".","300","300","250","250","7428","7630","7640","8000","3284","3306","3092","3044","7428","7630","7640","8000","3284","3306","3092","3044","3284","3306","3092","3044"
240505,13,-106.326712,42.832788,2,2,1,4621,1881,2740,53,17,36,51,23,28,57,31,26,411,159,252,12,3,9,3688,1463,2225,108,39,69,171,107,64,70,39,31,0,0,0,4621,17,13863,3693,5226,4944,"2520","1008","105","2520","1008","105","7560","1008","315",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","2970","864","3834","2970","912","3882","3150","1200","4350","2520","1008","3528",".",".","2970","864","3834","2970","912","3882","3150","1200","4350","2520","1008","3528",".",".","8106","864","8970","8910","912","9822","9450","1200","10650","7560","1008","8568",".",".","1200","1200","1300","1500","6900","7270","7400","7500","2400","2582","2660","3340","7575","7764","7900","8880","2900","2850","2660","3340","2400","2332","2130","3340"
240514,33,-108.426738,43.030556,2,2,1,2260,954,1306,203,59,144,20,6,14,15,10,5,320,127,193,3,2,1,1346,572,774,80,32,48,254,135,119,19,11,8,0,0,0,2260,17,6780,1692,2034,3054,"3150","1530","105","3150","1530","105","9450","1530","315",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","2970","1230","4200","2970","1530","4500","3150","1530","4680","3150","1530","4680",".",".","2970","1230","4200","2970","1530","4500","3150","1530","4680","3150","1530","4680",".",".","8910","1230","10140","8910","1530","10440","9450","1530","10980","9450","1530","10980",".",".","1200","1200","1200","1600","6681","6798","6878","7290","2500","2500","2500","4572","6681","6798","6878","11592","2500","2500","2500","4572","2500","2500","2500","4572"
240596,33,-104.190823,42.079354,2,2,1,1888,826,1062,20,8,12,5,2,3,17,10,7,177,79,98,2,1,1,1586,686,900,40,18,22,4,4,0,37,18,19,0,0,0,1888,17,5664,774,1392,3498,"3150","1140","105","3150","1140","105","9450","1140","315",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","2970","1140","4110","2970","1140","4110","3150","1140","4290","3150","1140","4290",".",".","2970","1140","4110","2970","1140","4110","3150","1140","4290","3150","1140","4290",".",".","8910","1140","10050","8910","1140","10050","9450","1140","10590","9450","1140","10590",".",".","1500","1500","1350","1350","7108","6999","7308","7096","2740","2770","2586","3200","6768","6786","7020","7096","3444","3476","3492","3200","3000","3000","3000","3200"
240620,23,-104.778789,41.104288,2,2,1,5333,2116,3217,41,12,29,57,15,42,100,46,54,737,297,440,8,3,5,2937,1060,1877,185,74,111,1238,603,635,30,6,24,0,0,0,5333,17,15999,3102,4968,7929,"3150","1463","105","3150","1463","105","9450","1463","315",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","2970","1463","4433","2970","1462","4432","3150","1463","4613","3150","1463","4613",".",".","2970","1463","4433","2970","1462","4432","3150","1463","4613","3150","1463","4613",".",".","8910","1463","10373","8910","1462","10372","9450","1463","10913","9450","1463","10913",".",".","1200","1200","1200","1200","8276","8276","8542","9104","1450","1475","1525","1640","7400","7400","7500","7600","1900","1950","2000","2140","1900","1950","2000","2140"
240657,33,-108.761853,44.760656,2,2,1,1862,766,1096,23,9,14,10,3,7,17,10,7,145,53,92,5,3,2,1530,619,911,33,15,18,46,19,27,53,35,18,14,0,14,1848,17,5586,1437,1941,2208,"3150","1712","105","3150","1712","105","9450","1712","315",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","2970","1300","4270","2970","1360","4330","3150","1712","4862","3150","1712","4862",".",".","2970","1300","4270","2970","1360","4330","3150","1712","4862","3150","1712","4862",".",".","8910","1300","10210","8910","1360","10270","9450","1712","11162","9450","1712","11162",".",".","1500","1500","1600","1600","7320","6100","6380","6640","3196","3260","3295","3549","10460","10669","10787","11617","3196","3260","3295","3549","2840","2896","2928","3154"
240666,33,-106.941105,44.763926,2,2,1,5496,3049,2447,92,63,29,31,12,19,32,19,13,443,203,240,4,0,4,4703,2660,2043,136,61,75,45,29,16,10,2,8,0,0,0,5496,17,16488,2418,4032,10038,"3150","1680","105","3150","1680","105","9450","1680","315",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","2970","1200","4170","2970","1320","4290","3150","1440","4590","3150","1680","4830",".",".","2970","1200","4170","2970","1320","4290","3150","1440","4590","3150","1680","4830",".",".","8910","1200","10110","8910","1320","10230","9450","1440","10890","9450","1680","11130",".",".","1400","1400","1400","1800","7672","7726","7708","7434","2107","2054","1981","2090","10440","10323","10775","11538","2705","2564","2496","2635","2705","2564","2496","2635"
240693,33,-109.237126,41.590964,2,2,1,3259,1384,1875,20,9,11,23,12,11,31,18,13,454,201,253,13,7,6,2514,1049,1465,120,53,67,36,19,17,48,16,32,0,0,0,3259,17,9777,2538,3465,3774,"2520","1080","105","2520","1080","105","7560","1080","315",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","2970","960","3930","2376","1080","3456","2520","1080","3600","2520","1080","3600",".",".","2970","960","3930","2376","1080","3456","2520","1080","3600","2520","1080","3600",".",".","8910","960","9870","7128","1080","8208","7560","1080","8640","7560","1080","8640",".",".","1600","1600","1692","1794","6980","6980","7271","7401","2120","2120","2241","4052","11590","11590","8207","8699","3251","3251","3437","4052","4560","3251","3437","4052"
240727,33,-105.57931,41.311773,2,2,1,9921,4632,5289,63,30,33,122,42,80,128,96,32,748,352,396,9,6,3,7589,3499,4090,398,192,206,666,291,375,198,124,74,0,0,0,9921,29,35667,7222,24140,4305,"3840","1785","160","3840","1785","160","15960","1785","665","5598","1641","311","5598","1641","311","16740","1641","930",".",".",".",".",".",".",".",".","17843","0","17843","0",".",".",".",".",".",".",".",".","18632","1641","39406","1641",".",".",".",".",".",".",".",".","15960","1641","34080","1641","4170","1411","5581","4350","1441","5791","4620","1657","6277","4800","1821","6621",".",".","4170","1411","5581","4350","1441","5791","4620","1657","6277","4800","1821","6621",".",".","16740","1411","18151","18090","1441","19531","19170","1657","20827","19950","1821","21771",".",".","1200","1200","1200","1400","10437","10615","11144","11610","3040","3184","3184","3184","10437","10615","11144","11610","3040","3184","3184","3184","6282","7604","7840","2764"
240736,33,-170.742774,-14.322636,2,2,1,2640,735,1905,0,0,0,29,8,21,0,0,0,1,0,1,2209,646,1563,3,1,2,0,0,0,7,4,3,391,76,315,0,0,0,2640,17,7920,0,0,7920,"4500","960","150","4500","960","150","4800","960","160",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3300","650","3950","3300","650","3950","4500","650","5150","4500","960","5460",".",".","3300","650","3950","3300","650","3950","4500","650","5150","4500","960","5460",".",".","3600","650","4250","3600","650","4250","4800","650","5450","4800","960","5760",".",".","2600","2600","2600","3600",".",".",".",".",".",".",".",".","3000","3000","3000","4700","1000","1000","1000","1000","1500","1500","1500","1500"
240745,33,144.808944,13.440649,2,2,1,2159,990,1169,3,2,1,917,444,473,17,12,5,18,7,11,1135,491,644,39,22,17,10,7,3,20,5,15,0,0,0,0,0,0,2159,17,6477,63,906,5508,"3120","294","130","3120","294","130","4320","294","180",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3120","294","3414","3120","294","3414","3120","294","3414","3120","294","3414",".",".","3120","294","3414","3120","294","3414","3120","294","3414","3120","294","3414",".",".","4320","294","4614","4320","294","4614","4320","294","4614","4320","294","4614",".",".","1200","1200","1200","1200",".",".",".",".",".",".",".",".","10500","10500","10500","10500","2650","2650","2650","2650","2650","2650","2650","2650"
240754,33,144.803978,13.433047,2,2,1,3205,1336,1869,2,0,2,1535,674,861,12,7,5,23,10,13,1449,560,889,71,38,33,0,0,0,87,41,46,26,6,20,0,0,0,3205,29,10403,423,7675,2305,"5304","806","221","5304","806","221","10608","806","442","5382","806","299","5382","806","299","10764","806","598",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","5040","764","5804","5040","806","5846","5436","806","6242","5304","806","6110",".",".","5040","764","5804","5040","806","5846","5436","806","6242","5304","806","6110",".",".","12096","764","12860","10080","806","10886","10872","806","11678","10608","806","11414",".",".","2050","2050","2150","2150","3850","3868","3888","3888","2250","2250","2250","2300","11169","11403","11844","11844","3366","3353","3312","4327","3366","3353","3312","4327"
240790,33,145.721733,15.152247,2,2,1,1547,589,958,0,0,0,660,275,385,3,0,3,22,8,14,585,199,386,17,7,10,135,46,89,8,8,0,117,46,71,0,0,0,1547,17,4641,1209,3003,429,"3078","960","128","3078","960","128","4560","960","190",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","3078","960","4038","3078","960","4038","3078","960","4038","3078","960","4038",".",".","3078","960","4038","3078","960","4038","3078","960","4038","3078","960","4038",".",".","4560","960","5520","4560","960","5520","4560","960","5520","4560","960","5520",".",".","1600","1600","1600","1600",".",".",".",".",".",".",".",".","6000","6000","6480","6800","3000","3000","3000","3600","2600","2600","2600","3200"
